Priorité;Tier;Établissement;Type;Gestionnaire;Statut;Adresse;CP;Arr.;Spécialités;Email;Email_OK;Source_email;Téléphone;Site/Contact;Accroche;Directeur;Salutation;Email_direction_verifie;Statut_ciblage
3;C — Associatif/fondation;EHPAD Notre-Dame de Bon Secours (Sainte-Monique);EHPAD;Assoc. Notre Dame de Bon Secours;privé associatif/fondation;66 rue des Plantes;75014;14e;130 places, unité Alzheimer ~21, unités ouvertes/protégées, permanent + temporaire;NON TROUVÉ;NON;;01 40 52 41 48;https://www.ndbs.org/;Avec 130 places organisées entre unités ouvertes et protégées, votre maison réserve un étage entier aux activités sociales et à la vie collective.;;Madame, Monsieur,;;
3;C — Associatif/fondation;Maison de Retraite Marie-Thérèse;EHPAD;Assoc. Marie-Thérèse (Diocèse de Paris);privé associatif/fondation;277 boulevard Raspail;75014;14e;~123 lits, unité Alzheimer + PASA, stimulation sensorielle, accueil de prêtres âgés;NON TROUVÉ;NON;;01 44 10 85 00;https://www.maisonmarietherese.fr/nous-contacter/;Maison de tradition diocésaine, votre établissement associatif accueille de nombreux prêtres âgés d'Île-de-France dans un cadre où priment l'écoute et le respect.;;Madame, Monsieur,;;
3;C — Associatif/fondation;EHPAD Grenelle;EHPAD;Chemins d'Espérance (assoc.);privé associatif/fondation;3-5 avenue Delecourt;75015;15e;124 places, PASA Alzheimer;NON TROUVÉ;NON;;NON TROUVÉ;action-sociale.org — Maison de retraite Grenelle;Grand EHPAD associatif (124 places) géré par Chemins d'Espérance, avec un PASA pour accompagner les troubles cognitifs.;;Madame, Monsieur,;;
3;C — Associatif/fondation;EHPAD La Source d'Auteuil;EHPAD;Chemins d'Espérance (assoc.);privé associatif/fondation;11 rue de la Source;75016;16e;88 lits dont 19 dédiées Alzheimer, ouvert 2005;NON TROUVÉ;NON;;01 55 74 27 00;action-sociale.org — EHPAD La Source d'Auteuil;EHPAD associatif (Chemins d'Espérance) au cœur d'Auteuil, avec 19 places dédiées à la maladie d'Alzheimer.;;Madame, Monsieur,;;
3;C — Associatif/fondation;EHPAD COS Alice Guy;EHPAD;Fondation COS Alexandre Glasberg;privé associatif/fondation;10 rue de Colmar;75019;19e;96 lits dont 23 unité Alzheimer, accueil de jour 15 places, 100% ASH;NON TROUVÉ;NON;fondationcos.org non fetchable (403);01 85 56 28 27;fondationcos.org — COS Alice Guy;Au bord du bassin de la Villette, Alice Guy associe résidence médicalisée et accueil de jour (15 places) - une offre complète qui aide à anticiper l'entrée en institution.;;Madame, Monsieur,;;
3;C — Associatif/fondation;EHPAD Les Jardins de Belleville;EHPAD;Univi;privé associatif/fondation;259 rue de Belleville;75019;19e;98 places, unité protégée 13, Snoezelen, balnéothérapie;NON TROUVÉ;NON;email masqué dans la recherche — à récupérer sur fiche Univi;01 83 97 70 00;univi.fr — Les Jardins de Belleville;Face à la station Télégraphe, vos Jardins de Belleville misent sur le bien-être sensoriel (Snoezelen, balnéothérapie) - une approche douce qui séduit particulièrement les familles.;;Madame, Monsieur,;;
3;C — Associatif/fondation;EHPAD Résidence Amaraggi;EHPAD;Fondation Casip-Cojasor;privé associatif/fondation;11 boulevard Sérurier;75019;19e;80 lits, Alzheimer, balnéothérapie, stimulation sensorielle, ateliers mémoire;NON TROUVÉ;NON;;NON TROUVÉ;pour-les-personnes-agees.gouv.fr — EHPAD Résidence Amaraggi;Gérée par la fondation Casip-Cojasor, Amaraggi propose un cadre confessionnel et culturel spécifique avec balnéothérapie et ateliers mémoire - une identité distinctive dans le 19e.;;Madame, Monsieur,;;
3;C — Associatif/fondation;EHPAD COS Hospitalité Familiale;EHPAD;Fondation COS Alexandre Glasberg;privé associatif/fondation;118-122 boulevard de Charonne;75020;20e;112 lits, UVP 14 + UHR 14, jardins thérapeutiques, balnéo, ouvert 2016;NON TROUVÉ;NON;fondationcos.org non fetchable (403);01 86 21 97 17;fondationcos.org — COS Hospitalité Familiale;Ouvert en 2016 à la frontière 11e/20e, cet établissement combine UVP et UHR (14+14 lits) : une rare double expertise sur les troubles du comportement sévères.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Résidence Autonomie Fondation de Rothschild (foyer-logement);résidence autonomie;Fondation de Rothschild;privé associatif/fondation;9 rue Lamblardie;75012;12e;89 logements (F1bis/F2), ouverte 1981, APA/ASH/APL;foyerlogement@f-d-r.org;OUI;etablissementsdesante.fr — Résidence Rothschild;01 43 47 52 00;https://www.fondation-de-rothschild.fr/;Foyer-logement historique de la Fondation de Rothschild (depuis 1981), au sein de son pôle gériatrique du quartier Picpus-Lamblardie.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;EHPAD Alice Prin;EHPAD;CASVP;public;5 rue Maria Helena Vieira da Silva;75014;14e;112 chambres ouvertes sur jardin, habilité APL/aide sociale (ancien pavillon Broussais);casvp-ehpad-aliceprin@paris.fr;OUI;action-sociale.org + santeenfrance.fr (fiche Alice Prin);01 86 21 68 68;https://www.paris.fr/lieux/ehpad-alice-prin-casvp-18635;Installé dans l'ancien pavillon Gaudart d'Allaines de l'hôpital Broussais, votre EHPAD public propose 112 chambres lumineuses ouvertes sur jardin.;Fabienne Sabotier;Madame Sabotier,;;
4;D — Public EHPAD / USLD;EHPAD Résidence Furtado-Heine;EHPAD;CASVP;public;5-7 rue Jacquier;75014;14e;129 places, unité Alzheimer ~37, parc paysager 800 m², salle de kiné;casvp-ehpad-furtadoheine@paris.fr;OUI;dépliant officiel api-site.paris.fr + paris.fr;01 45 45 43 67;https://www.paris.fr/lieux/ehpad-furtado-heine-16524;Votre EHPAD se distingue par son parc paysager de 800 m² et sa longue terrasse couverte, un véritable îlot de verdure pour vos 129 résidents.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;EHPAD Résidence Julie-Siegfried;EHPAD;CASVP;public;39-41 avenue Villemain;75014;14e;89 places, unité protégée 34 lits (désorientation/Alzheimer), habilité aide sociale;casvp-ehpad-juliesiegfried@paris.fr;OUI;dépliant officiel api-site.paris.fr + paris.fr;01 53 90 41 00;https://www.paris.fr/lieux/ehpad-julie-siegfried-casvp-16527;Votre résidence dédie une unité protégée de 34 lits à l'accompagnement spécifique des personnes désorientées.;;Madame, Monsieur,;;FERMÉ - exclure
4;D — Public EHPAD / USLD;EHPAD Résidence Santé Oasis;EHPAD;CASVP;public;11-15 rue Laghouat;75018;18e;119 places, 20 en unité de vie protégée, quartier Goutte d'Or;casvp-ehpad-oasis@paris.fr;OUI;pagesjaunes + dépliant officiel paris.fr de la résidence l'Oasis;NON TROUVÉ;https://www.paris.fr/lieux/ehpad-oasis-16526;EHPAD public de la Ville de Paris au cœur de la Goutte d'Or, avec une unité de vie protégée de 20 places.;Valérie Uhl;Madame Uhl,;;
4;D — Public EHPAD / USLD;EHPAD Résidence Hérold;EHPAD;CASVP;public;66-74 rue du Général Brunet;75019;19e;100 chambres, 51 places UVP Alzheimer, télémédecine;casvp-ehpad-herold@paris.fr;OUI;fiches Ville de Paris / action-sociale.org — format institutionnel @paris.fr;01 40 40 55 55;https://www.paris.fr/lieux/ehpad-herold-16525;Ouvert en 2007 à deux pas des Buttes-Chaumont, Hérold consacre plus de la moitié de ses 100 chambres (51 places UVP) à l'accompagnement Alzheimer.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;EHPAD Alquier-Debrousse;EHPAD;CASVP;public;1 allée Alquier-Debrousse (161 av. Gambetta);75020;20e;322 lits, 78 lits UVP, UHR 14, accueil de jour, parc 3 300 m²;casvp-ehpad-alquierdebrousse@paris.fr;OUI;fiche Ville de Paris / action-sociale.org — format institutionnel @paris.fr;01 43 67 69 69;https://www.paris.fr/lieux/ehpad-alquier-debrousse-14901;Avec 322 lits dans un parc boisé de 3 300 m², Alquier-Debrousse est l'un des plus grands EHPAD de Paris, doté d'UVP, d'UHR et d'un accueil de jour.;Frédéric Rousseau;Monsieur Rousseau,;;
4;D — Public EHPAD / USLD;EHPAD Sara Weill-Raynal (ex-Belleville);EHPAD;CASVP;public;180 rue Pelleport;75020;20e;94 places, unité de vie protégée, télémédecine, rouvert 2024;casvp-ehpad-saraweillraynal@paris.fr;OUI;fiche Ville de Paris — format institutionnel @paris.fr;01 87 04 03 02;https://www.paris.fr/lieux/ehpad-sara-weill-raynal-16514;Rebaptisé Sara Weill-Raynal et rouvert après cinq ans de restructuration, cet EHPAD public flambant neuf rue Pelleport déploie la télémédecine sur tous ses étages.;Vincent Werbrouck;Monsieur Werbrouck,;;
4;D — Public EHPAD / USLD;EHPAD Le Jardin des Plantes;EHPAD;CASVP;public;18-22 rue Poliveau;75005;5e;111 places, unité protégée Alzheimer 34 places;NON TROUVÉ;NON;;01 45 87 67 67;pour-les-personnes-agees.gouv.fr — admissions CASVP 01 44 67 17 74;Un EHPAD public de la Ville de Paris à deux pas du Jardin des Plantes, doté d'une importante unité de vie protégée (34 places) pour l'accompagnement Alzheimer.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Résidence Autonomie Cités Caritas (intergénérationnelle);résidence autonomie;Cités Caritas (Secours Catholique);privé associatif/fondation;47 rue des Meuniers;75012;12e;Résidence intergénérationnelle, mixité de publics;NON TROUVÉ;NON;;06 58 94 53 58;cites-caritas.fr — résidence intergénérationnelle 12e;Nouvelle résidence intergénérationnelle et solidaire de Cités Caritas, autour d'un projet de mixité sociale et d'âges dans le 12e.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Résidence Autonomie Les Solanacées;résidence autonomie;ARPAVIE;privé associatif/fondation;29 rue des Meuniers;75012;12e;77 logements, la plupart avec loggia, logements doubles;NON TROUVÉ;NON;;01 43 45 18 18;https://www.arpavie.fr/residence/residence-les-solanacees;Dans un quartier calme du 12e proche du bois de Vincennes, la résidence offre des logements lumineux dotés pour la plupart d'une loggia.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Résidence Autonomie Moïse Léon;résidence autonomie;Fondation Casip-Cojasor;privé associatif/fondation;46 rue de Picpus;75012;12e;48 places / 44 studios, bibliothèque, inspiration communauté juive;NON TROUVÉ;NON;;01 44 75 51 80;https://www.casip-cojasor.fr/service/la-residence-autonomie-moise-leon;Résidence à taille humaine de la Fondation Casip-Cojasor, attentive au maintien de l'autonomie et à une vie culturelle animée autour de sa bibliothèque.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Résidence Autonomie Rosalie Rendu;résidence autonomie;Association Monsieur Vincent;privé associatif/fondation;77 rue de Reuilly;75012;12e;28 logements, appel d'urgence relié à l'EHPAD voisin;NON TROUVÉ;NON;;01 81 70 21 00;https://monsieurvincent.org/residences/residence-rosalie-rendu/;Créée lors de la reconstruction du site Catherine Labouré, elle bénéficie d'un appel d'urgence relié aux soignants de l'EHPAD voisin, sur le même site.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;EHPAD Résidence Anselme Payen;EHPAD;CASVP;public;9 place Violet;75015;15e;108 places, unité de vie protégée 16, médecin tps plein, IDE nuit 24/7;NON TROUVÉ;NON;;01 45 78 65 20;https://www.paris.fr/lieux/ehpad-anselme-payen-14903;Rare EHPAD parisien doté d'un médecin à temps plein et d'une infirmière de nuit 24h/24, ouvert en 2014 place Violet.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;EHPAD Résidence Huguette Valsecchi;EHPAD;CASVP;public;14 rue Marie Skobtsov;75015;15e;101 lits, chambres avec douche, unité Alzheimer, ouvert 2015;NON TROUVÉ;NON;;NON TROUVÉ;action-sociale.org — EHPAD CASVP Huguette Valsecchi;EHPAD public récent (2015) au cœur du 15e, avec une unité Alzheimer dédiée dans un bâtiment moderne.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Maison Médicale Jeanne Garnier;USLD / soins palliatifs;Dames du Calvaire (assoc.);privé associatif/fondation;106 avenue Émile-Zola;75015;15e;81 lits, plus grande unité de soins palliatifs de France, fondée 1842;NON TROUVÉ;NON;;NON TROUVÉ;https://jeanne-garnier.org/;Plus grande maison de soins palliatifs de France, héritière d'une œuvre fondée en 1842.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;USLD Hôpital Henry Dunant (Croix-Rouge);USLD;Croix-Rouge française;privé associatif/fondation;95 rue Michel-Ange;75016;16e;78 lits USLD, chambres individuelles, Centre de Gérontologie;NON TROUVÉ;NON;;01 40 71 24 24;https://www.croix-rouge.fr/usld-hopital-henry-dunant;USLD du Centre de Gérontologie Henry Dunant (Croix-Rouge), référence gériatrique de l'Ouest parisien, l'un des mieux notés du 16e.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Unité d'Hébergement Temporaire Les Symphonies;EHPAD;CASVP;public;99 boulevard Ney;75018;18e;Hébergement temporaire (max 90 j/an), répit aidants;NON TROUVÉ;NON;CASVP centralisé;NON TROUVÉ;paris.fr — logement seniors / CASVP 18e;Unité publique d'hébergement temporaire de la Ville de Paris, pensée comme solution de répit pour les aidants familiaux.;;Madame, Monsieur,;;
4;D — Public EHPAD / USLD;Résidence autonomie Au cœur de Belleville;résidence autonomie;Arpavie;privé associatif/fondation;1 rue Jules Romains;75019;19e;Résidence autonomie, seniors autonomes;NON TROUVÉ;NON;;01 42 49 07 21;pour-les-personnes-agees.gouv.fr — Au cœur de Belleville;Gérée par Arpavie au cœur de Belleville, cette résidence autonomie offre une alternative non médicalisée précieuse pour les seniors encore indépendants du 19e.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Faubourg du Temple;résidence autonomie;CASVP;public;119 rue du Faubourg du Temple;75010;10e;Logement-foyer non médicalisé, cadre sécurisé;casvp-s10@paris.fr;OUI;section CASVP 10e;01 42 40 53 68;pour-les-personnes-agees.gouv.fr — Faubourg du Temple;Sur l'axe vivant du Faubourg du Temple reliant République au Canal, la résidence offre à ses aînés un ancrage en plein cœur de la vie de quartier du 10e.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Jemmapes;résidence autonomie;CASVP;public;126 quai de Jemmapes;75010;10e;25-50 places, studios non meublés, club loisirs;casvp-s10@paris.fr;OUI;section CASVP 10e;01 48 03 43 45;pour-les-personnes-agees.gouv.fr — Jemmapes;Implantée juste en face du Canal Saint-Martin, la résidence offre à ses résidents l'une des plus belles vues sur l'eau du parc de logements seniors parisiens.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie La Grange aux Belles;résidence autonomie;CASVP;public;11 rue Boy-Zelenski;75010;10e;68 places, studios 30-34 m², club d'activités;casvp-s10@paris.fr;OUI;section CASVP 10e (mairie10.paris.fr);01 42 45 41 76;pour-les-personnes-agees.gouv.fr — Grange aux Belles;Ouverte depuis 1981, la résidence anime un club seniors réputé accueillant des aînés de 55 à 105 ans, salué pour son rôle dans le maintien de l'autonomie.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Lesecq;résidence autonomie;CASVP;public;24 rue de Belzunce;75010;10e;Petite résidence autonomie (<25 places);casvp-s10@paris.fr;OUI;pour-les-personnes-agees.gouv.fr — fiche Lesecq mentionne casvp-s10@paris.fr;01 48 74 15 28;pour-les-personnes-agees.gouv.fr — Logements Lesecq;À taille humaine et à deux pas du square Cavaillé-Coll, cette petite résidence cultive un esprit familial rare dans Paris.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Robert Blache;résidence autonomie;CASVP;public;4 rue Robert Blache;75010;10e;88 places, non médicalisé, dispositif de sécurité;casvp-s10@paris.fr;OUI;section CASVP 10e (confirmé pour-les-personnes-agees.gouv.fr / mairie10.paris.fr);01 43 79 11 43;pour-les-personnes-agees.gouv.fr — Robert Blache;Avec ses 88 logements, c'est la plus grande des résidences autonomie du CASVP dans le 10e, au cœur du quartier de la Grange-aux-Belles.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Allée Verte;résidence autonomie;CASVP;public;14-16 rue Pelée;75011;11e;Non médicalisé, restaurant Émeraude, club loisirs;casvp-s11@paris.fr;OUI;section CASVP 11e (pagesjaunes + recherche web);01 43 38 31 97;mairie11.paris.fr — résidences-appartements / CASVP 11e 01 53 36 51 00;Résidence-appartements municipale du CASVP près du square de la Roquette, offrant aux seniors autonomes la sécurité d'une présence permanente et le restaurant Émeraude.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Beauharnais;résidence autonomie;CASVP;public;10 Cité Beauharnais;75011;11e;~54 logements, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 43 79 11 43;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence-appartements nichée dans la discrète Cité Beauharnais, une impasse pavée typique du 11e, offrant un cadre calme à une cinquantaine de seniors autonomes.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Charles Delescluze;résidence autonomie;CASVP;public;5-7-9 rue Charles-Delescluze;75011;11e;50-100 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 47 00 71 59;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence-appartements municipale à proximité immédiate de la place de la Bastille, alliant centralité et services collectifs pour seniors autonomes.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Folie Méricourt;résidence autonomie;CASVP;public;94 rue de la Folie-Méricourt;75011;11e;32 logements, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 47 00 35 69;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence à taille humaine de 32 logements rue de la Folie-Méricourt, dans le quartier vivant et associatif d'Oberkampf.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Keller;résidence autonomie;CASVP;public;18 rue Keller;75011;11e;50-100 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 48 05 00 48;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence-appartements rue Keller, au cœur du quartier de la Roquette réputé pour ses galeries d'art et ses ateliers.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie La Roquette;résidence autonomie;CASVP;public;10-12-14 bis rue Duranti;75011;11e;>100 places, restaurant Émeraude, services hôteliers;casvp-s11@paris.fr;OUI;section CASVP 11e;01 43 67 12 27;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;L'une des plus grandes résidences autonomie du CASVP dans le 11e (plus de 100 logements), dans le quartier historique de la Roquette.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Léon Frot;résidence autonomie;CASVP;public;41 rue Léon-Frot;75011;11e;Non médicalisé, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 43 67 39 25;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence autonomie rue Léon-Frot, dans le quartier populaire et résidentiel de Charonne, proche des commerces du faubourg Saint-Antoine.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Morand;résidence autonomie;CASVP;public;28 rue Morand;75011;11e;50-100 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 48 07 86 02;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence-appartements rue Morand, proche du canal Saint-Martin et du quartier vivant de Belleville-Goncourt.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Ménilmontant;résidence autonomie;CASVP;public;21 passage de Ménilmontant;75011;11e;50-100 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;action-sociale.org (Logements Ménilmontant) + section CASVP 11e;01 43 57 15 46;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence cachée dans le passage de Ménilmontant, une voie piétonne tranquille, à la lisière du 11e et du 20e.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Omer Talon;résidence autonomie;CASVP;public;33 rue Merlin;75011;11e;50-100 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 43 57 58 70;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence-appartements rue Merlin, près de la place Léon-Blum et de la mairie du 11e, dans un secteur central et bien desservi.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Philippe Auguste;résidence autonomie;CASVP;public;99 avenue Philippe-Auguste;75011;11e;50-100 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 53 36 51 00;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence proche du Père-Lachaise et de la place de la Nation, l'une des seules du 11e parfois proposée à la location comme résidence services seniors.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Richard Lenoir;résidence autonomie;CASVP;public;61-63 boulevard Richard-Lenoir;75011;11e;50-100 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 53 36 51 00;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Résidence autonomie donnant sur la promenade plantée du boulevard Richard-Lenoir et son marché bio, un cadre verdoyant rare au cœur du 11e.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Robert Houdin;résidence autonomie;CASVP;public;13 rue Robert-Houdin;75011;11e;25-50 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;action-sociale.org (Logements Robert Houdin) + section CASVP 11e;01 42 45 46 98;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Petite résidence autonomie rue Robert-Houdin, dans le quartier convivial de Belleville, à proximité du métro Ménilmontant.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie de la Présentation;résidence autonomie;CASVP;public;110-116 rue du Faubourg-du-Temple;75011;11e;25-50 places, restaurant Émeraude;casvp-s11@paris.fr;OUI;section CASVP 11e;01 40 21 96 61;mairie11.paris.fr / CASVP 11e 01 53 36 51 00;Petite résidence autonomie de taille familiale sur le Faubourg-du-Temple, à la frontière animée entre le 10e et le 11e.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence Autonomie Lacuée;résidence autonomie;CASVP;public;4 rue Lacuée;75012;12e;46 logements (studios 32-38 m²), sécurité 24h/24;casvp-s12@paris.fr;OUI;pagesjaunes + annuaire CASVP 12e;01 44 67 16 07;paris.fr — CASVP 12e casvp-s12@paris.fr;Résidence autonomie publique du CASVP à deux pas du port de l'Arsenal et de Bastille, proposant des studios sécurisés à tarif social.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence Autonomie Les Tourelles;résidence autonomie;CASVP;public;22 rue du Chaffault;75012;12e;44 logements, sécurisé, seniors autonomes;casvp-s12@paris.fr;OUI;annuaire CASVP 12e;01 43 74 61 83;paris.fr — Les Tourelles;Petite résidence autonomie publique du CASVP, à taille humaine (44 logements), dans le quartier résidentiel du Bel-Air.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence Autonomie Ave Maria;résidence autonomie;CASVP;public;Quartier Saint-Paul / Ave Maria;75004;4e;Foyer-logement non médicalisé, seniors autonomes;NON TROUVÉ;NON;;01 44 67 17 74 (admissions CASVP);pour-les-personnes-agees.gouv.fr — Résidence autonomie Ave Maria;Résidence autonomie publique du CASVP dans le quartier historique de l'Ave Maria : une solution de logement sécurisé et abordable pour seniors autonomes en plein Marais.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);USLD La Collégiale;USLD;AP-HP;public;33 rue du Fer à Moulin;75005;5e;USLD 134 lits, gériatrie hospitalière;NON TROUVÉ;NON;;01 42 34 84 95;pour-les-personnes-agees.gouv.fr — USLD La Collégiale;Unité de soins de longue durée de l'AP-HP installée dans l'historique hôpital de la Collégiale, structure gériatrique publique de référence au cœur du Quartier latin.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);USLD Hôpital Fernand-Widal;USLD;AP-HP;public;200 rue du Faubourg Saint-Denis;75010;10e;78 lits soins longue durée gériatriques, GIR 1-2;NON TROUVÉ;NON;;01 40 05 45 45;https://hopital-lariboisiere.aphp.fr/geriatrie-fernand-widal/;Aux portes des gares de l'Est et du Nord, l'USLD du site Fernand-Widal s'appuie sur le service de gérontologie clinique historique de l'AP-HP.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence Autonomie Saint-Éloi;résidence autonomie;CASVP;public;10 rue Eugénie Éboué;75012;12e;50-100 places, restauration, sécurité 24h/24;NON TROUVÉ;NON;;01 44 68 62 00;paris.fr — Résidence Saint-Éloi / CASVP 12e 01 44 68 62 00;Résidence autonomie publique du CASVP destinée aux Parisiens âgés autonomes aux revenus modestes du quartier Saint-Éloi.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);USLD Est Parisien — Hôpital Rothschild (AP-HP);USLD;AP-HP;public;5 rue Santerre;75012;12e;USLD, gériatrie, rééducation, grande dépendance;NON TROUVÉ;NON;;01 40 19 30 00;https://rothschild.aphp.fr/;L'USLD est portée par l'hôpital Rothschild de l'AP-HP, pôle gériatrique de référence de l'Est parisien.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);USLD Pitié-Salpêtrière (AP-HP);USLD;AP-HP;public;47-83 boulevard de l'Hôpital;75013;13e;USLD gériatrique ~74 lits, plateau technique hospitalier;NON TROUVÉ;NON;;01 42 16 00 00;https://www.aphp.fr/contenu/groupe-hospitalier-pitie-salpetriere;Adossée à l'un des plus grands CHU d'Europe, votre USLD bénéficie d'un plateau technique gériatrique hospitalier de premier plan.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);USLD Maison Médicale La Rochefoucauld (AP-HP);USLD;AP-HP;public;15 avenue du Général Leclerc;75014;14e;USLD gériatrique, bâtiment néoclassique classé MH;NON TROUVÉ;NON;;01 58 10 41 00;https://hopital-larochefoucauld.aphp.fr/;Implantée dans un bâtiment néoclassique classé monument historique, votre USLD AP-HP allie un patrimoine d'exception à une prise en charge gériatrique de longue durée.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Hôpital Vaugirard - Gabriel-Pallez (USLD);USLD;AP-HP;public;10 rue Vaugelas;75015;15e;Hôpital gériatrique 315 lits, 210 lits USLD, HDJ SMR;NON TROUVÉ;NON;;01 40 45 80 00;aphp.fr — Vaugirard-Gabriel-Pallez, service de gérontologie;Hôpital gériatrique AP-HP de référence du 15e avec 210 lits d'USLD.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Grenelle (CASVP);résidence autonomie;CASVP;public;44 quai de Grenelle;75015;15e;Petite capacité (<25 places), bord de Seine;NON TROUVÉ;NON;;01 56 56 23 15;pour-les-personnes-agees.gouv.fr — Résidence autonomie Grenelle;Petite résidence autonomie publique en bord de Seine, quai de Grenelle, à taille humaine.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence autonomie Oscar Roty;résidence autonomie;CASVP;public;107 rue de Lourmel;75015;15e;Résidence autonomie, bâtiment moderne 7 étages, accès sécurisé;NON TROUVÉ;NON;;NON TROUVÉ;pour-les-personnes-agees.gouv.fr — Oscar Roty;Résidence autonomie publique du CASVP, solution abordable pour seniors valides dans un 15e plutôt onéreux.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence Autonomie André Leroux;résidence autonomie;CASVP;public;21 rue Jean Leclaire;75017;17e;Non médicalisé, services collectifs, restauration;NON TROUVÉ;NON;;NON TROUVÉ;paris.fr — logement seniors / CASVP 17e;Résidence autonomie municipale dans le secteur des Épinettes, alternative non médicalisée entre domicile et EHPAD.;;Madame, Monsieur,;;
5;E — Public autonomie (relationnel);Résidence Autonomie Services Épinettes;résidence autonomie;CASVP;public;51 rue des Épinettes;75017;17e;Résidence services seniors autonomes, restauration, club loisirs;NON TROUVÉ;NON;;NON TROUVÉ;paris.fr — logement seniors / CASVP 17e;Résidence services seniors de la Ville de Paris dans le quartier des Épinettes, avec restauration et club loisirs sur place.;;Madame, Monsieur,;;
